Job Title;Job Description;Job Payment;Job Link
Small Script to Audit Pairs on BSC smart Chain.;HiI want to run an audit on the amount of 24h volume each pair trades that is listed on pancakeswap and uniswap on the BSC network.Brief is in the link https://docs.google.com/document/d/1QUTaXemY;Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/Small-Script-Audit-Pairs-BSC-smart-Chain_~01b8d87f7c73f0fbf1
Build integrations for Play.AI to access GoTo phone system.;We need our AI Agents (Play.AI) to transfer incoming calls to our phone system for live agents (GoTo Call Center). We want our AI to be able to call out and send texts. We are looking to hire and comp;Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/Build-integrations-for-Play-access-GoTo-phone-system_~0189e0da8990ec60c8
Data Scrapping;Hey, I have a list of identity numbers and based on these I need to get certain information from a website using data scrapping. Let me know if you are into this. Thank You !;Hourly;https://www.upwork.com/freelance-jobs/apply/Data-Scrapping_~01728629dc6daf4f48
Data Scraping project;We are seeking a skilled data extraction and preparation specialist to compile comprehensive data on universities and colleges in the USA, UK, Ireland, Australia, Canada, Germany, France, and New Zeal;Est. budget: $20.00;https://www.upwork.com/freelance-jobs/apply/Data-Scraping-project_~0177ea4dc5052250a2
AI-Powered Art Generation Platform/Aws Cognito;AI is an innovative web application that leverages AWS Cognito for secure user authentication, offering both public and private access to an AI-driven dashboard. After successful signup and login, use;Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/Powered-Art-Generation-Platform-Aws-Cognito_~01b58a643b87e5fe03
Coding professionals for AI model training;Coding Professionals (Part-time, India remote only)Responsibilities:Annotate and validate code samples used in AI model training.Provide expertise in coding best practices and debugging.Assist in;Hourly: $8.00 - $9.00 ;https://www.upwork.com/freelance-jobs/apply/Coding-professionals-for-model-training_~01e2370101b4ca1c3c
Freelance Developer - DevOps Board Management;We are seeking a detailed and organized freelance developer to join our team and manage the DevOps boards for our application. As a developer, you will be responsible for ensuring that our DevOps proc;Hourly: $15.00 - $35.00 ;https://www.upwork.com/freelance-jobs/apply/Freelance-Developer-DevOps-Board-Management_~012443bacc7e56010b
Train SuperPoint on custom dataset;SuperPoint is a type of neural network architecture used for feature detection and description in images. This github link provides the implementation both in TensorFlow and in Pytorch: https://github;Est. budget: $50.00;https://www.upwork.com/freelance-jobs/apply/Train-SuperPoint-custom-dataset_~018e56eeee1b8b110b
Help me in python for image processing, opencv, etc;requirements:some python experience to be able to handle and create custom codeyou can do this if you have 2-3 years in uniit will be between 5-10$ per task, you will get paid at the end of every w;Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/Help-span-class-highlight-python-span-for-image-processing-opencv-etc_~0144e1ea4beac9da39
Power Automate Engineer;We are seeking a skilled Power Automate Engineer to join our innovative startup team. In this role, you will work closely with our Product Owner and Front-End Developer to design and implement Power A;Hourly: $3.00 - $5.00 ;https://www.upwork.com/freelance-jobs/apply/Power-Automate-Engineer_~01c938bcaa74e6751f
Systems and Automations Expert Needed for Business Optimization Using AI and Workflow Automation;We are seeking an experienced Systems and Automations Expert to help us streamline our business operations. The ideal candidate will have a strong background in automating processes, integrating advan;Hourly;https://www.upwork.com/freelance-jobs/apply/Systems-and-Automations-Expert-Needed-for-Business-Optimization-Using-and-Workflow-Automation_~01770ec7110a165a39
Freelance Cloud Developer for Custom Cloud Architecture and Integration;Overview: We are looking for a qualified cloud developer to work as a freelancer and support our team. A solid history in the design, development, and management of cloud-based solutions, along with p;Hourly: $50.00 - $88.00 ;https://www.upwork.com/freelance-jobs/apply/Freelance-Cloud-Developer-for-Custom-Cloud-Architecture-and-Integration_~017a73c3675bb15dbc
Looking for No-Code AI Automation Expert | Make.com;I’m seeking a beginner-level freelancer who is eager to learn and assist with a variety of no-code AI automations using Make.com, and other tools as demonstrated in this 25-minute YouTube video: [http;Hourly: $3.00 - $4.00 ;https://www.upwork.com/freelance-jobs/apply/Looking-for-Code-Automation-Expert-Make-com_~017e0df17824bee737
Python Developer for API Log Extraction and Cloud Storage Script (with Tutorial Video);I need a Python developer to create a script that extracts access logs from the Rocket.net API and stores them in Google Cloud Storage. The script should run automatically every month. Additionally, I;Hourly;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-Developer-for-API-Log-Extraction-and-Cloud-Storage-Script-with-Tutorial-Video_~021830700961096721051
Easy website scraping job;I want a script to scrap a website remove some information and translate the language;Est. budget: $15.00;https://www.upwork.com/freelance-jobs/apply/Easy-website-scraping-job_~01f28cf88f10b0373e
Data Extraction Expert Needed;Hi i need the following emails shopify store emailsfacebook marketing agencies emailsfacebook media buying agencies i need atleast 1million of each one so this cant be done manually it has to b;Est. budget: $50.00;https://www.upwork.com/freelance-jobs/apply/Data-Extraction-Expert-Needed_~010b254558196609c7
Automate Award Travel Search;I login to one specific award travel website everyday, and search for one-way tickets in business class that I can book with points.I'd like help automating that process.I want to input 5 city pai;Hourly: $10.00 - $20.00 ;https://www.upwork.com/freelance-jobs/apply/Automate-Award-Travel-Search_~01bdd93f7ec965962e
MVP for a Wrapper dedicated to helping people find a job; I am Julien Boubel (See my LinkedIn profile) and I d like to launch a business dedicated to helping people who were let go / fired find a job.Business Model : Sell suscriptions to Enterprise that ar;Est. budget: $500.00;https://www.upwork.com/freelance-jobs/apply/MVP-for-Wrapper-dedicated-helping-people-find-job_~010956f4c3a560667e
Computational Linguist;Help design a comprehensive set of assessment parameters related to our frameworks:  https://curriculumredesign.org/frameworks/;Hourly: $17.00 - $35.00 ;https://www.upwork.com/freelance-jobs/apply/Computational-Linguist_~01ef174918e47d3ec6
"Robot to search for ads on websites and marketplaces";"I need a Robot that searches for certain products on Marketplaces and online sales sites that are being sold for less than the specified price. I will provide the Robot with a list containing the nam";Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/Robot-search-for-ads-websites-and-marketplaces_~011379cc269d9d8947
Looking For A Make.com Automation Specialist;Hi,I'm looking for a Make.com Automation Specialist.I have a Make.com Scenario that automatically post content on my social media channels like Facebook, Instagram, X(Twitter) and Linkedin.I'm u;Est. budget: $5.00;https://www.upwork.com/freelance-jobs/apply/Looking-For-Make-com-Automation-Specialist_~01d4573c775556c9c1
Data Collection Specialist for ML Dataset;We are seeking a detail-oriented and resourceful freelancer to help us build a dataset of web pages for a machine learning model aimed at detecting paywalls. Your task will be to identify and label 1,;Hourly;https://www.upwork.com/freelance-jobs/apply/Data-Collection-Specialist-for-Dataset_~017ec7e3344e4791f0
Scrape Trustpilot reviews;Hi there, I would like someone to scrape 342 reviews on Trustpilot of a particular company. Items needed to be scraped:- Title of Review-Review Score - Review Content- Date/Time of Review-Date o;Hourly;https://www.upwork.com/freelance-jobs/apply/Scrape-Trustpilot-reviews_~015b86e9a8ae148750
Help with Python tasks;I’m a developer who is looking for someone to help me with tasks related to excel files and Postgresql using Python scripts. I want someone willing to earn by doing small and simple jobs to grow toget;Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/Help-with-span-class-highlight-Python-span-tasks_~01c010208cc0cae359
scrape popup page data from amazon | buy box detail | SCRAPY;"Candidate have to scrape some products from amazon.com.Pages links will send after selection. extraction data would be :-1.  Buy-Box seller name (""Ship from"" & ""Sold by"" both)2. (Main Purpose of ";Est. budget: $6.99;https://www.upwork.com/freelance-jobs/apply/scrape-popup-page-data-from-amazon-buy-box-detail-SCRAPY_~01a297c9cad18eb1a1
Data Scraping for Instagram and TikTok;I have a need for a person to download instagram and TikTok profiles with posts. They need to be downloaded to a spreadsheet and then uploaded to a new app for demonstration purposes. If you can help,;Hourly: $3.00 - $5.00 ;https://www.upwork.com/freelance-jobs/apply/Data-Scraping-for-Instagram-and-TikTok_~015d44505705c2a70b
